Date,Outlet_ID,Campaign_ID,Product_Type,Targeting,Segment,Keyword,Ad_Sales,Ad_Spend,Unused_Meta_Data
2025-02-03,OUT_020,C_7627,PSP,Flexible,LM,N/A,1396,209.4,OLD_SYSTEM_REF
2025-02-03,OUT_027,C_1777,Visit Pack,Fixed,UM,N/A,1506,225.9,OLD_SYSTEM_REF
2025-02-03,OUT_030,C_7377,PSP,Flexible,UM,N/A,1531,229.65,OLD_SYSTEM_REF
2025-02-03,OUT_038,C_2046,Visit Pack,Fixed,Lapsed,N/A,1280,192.0,OLD_SYSTEM_REF
2025-02-03,OUT_042,C_1146,PSP,Flexible,Repeat,N/A,1747,262.05,OLD_SYSTEM_REF
2025-02-03,OUT_043,C_8172,PSP,Flexible,UM,N/A,721,108.14999999999999,OLD_SYSTEM_REF
2025-02-03,OUT_045,C_3698,Visit Pack,Fixed,LM,N/A,1358,203.7,OLD_SYSTEM_REF
2025-02-03,OUT_046,C_4129,BOS,Flexible,UM,pizza,1643,246.45,OLD_SYSTEM_REF
2025-02-03,OUT_048,C_1863,PSP,Flexible,MM,N/A,1245,186.75,OLD_SYSTEM_REF
2025-02-03,OUT_058,C_1984,Visit Pack,Fixed,Lapsed,N/A,672,100.8,OLD_SYSTEM_REF
2025-02-03,OUT_060,C_9978,BOS,Flexible,LM,dal makhani,641,96.14999999999999,OLD_SYSTEM_REF
2025-02-03,OUT_061,C_8570,Visit Pack,Fixed,Lapsed,N/A,741,111.14999999999999,OLD_SYSTEM_REF
2025-02-03,OUT_069,C_2105,Visit Pack,Fixed,LM,N/A,1187,178.04999999999998,OLD_SYSTEM_REF
2025-02-03,OUT_070,C_3235,PSP,Flexible,LM,N/A,1787,268.05,OLD_SYSTEM_REF
2025-02-03,OUT_078,C_7032,PSP,Flexible,MM,N/A,776,116.39999999999999,OLD_SYSTEM_REF
2025-02-03,OUT_094,C_9174,PSP,Flexible,Repeat,N/A,611,91.64999999999999,OLD_SYSTEM_REF
2025-02-04,OUT_004,C_4578,PSP,Flexible,Lapsed,N/A,1984,297.59999999999997,OLD_SYSTEM_REF
2025-02-04,OUT_007,C_5599,Visit Pack,Fixed,MM,N/A,1214,182.1,OLD_SYSTEM_REF
2025-02-04,OUT_020,C_7867,BOS,Flexible,MM,pizza,1216,182.4,OLD_SYSTEM_REF
2025-02-04,OUT_027,C_2426,Visit Pack,Fixed,UM,N/A,940,141.0,OLD_SYSTEM_REF
2025-02-04,OUT_028,C_3122,PSP,Flexible,Repeat,N/A,1995,299.25,OLD_SYSTEM_REF
2025-02-04,OUT_029,C_7220,Visit Pack,Fixed,LM,N/A,1755,263.25,OLD_SYSTEM_REF
2025-02-04,OUT_032,C_3140,Visit Pack,Fixed,LM,N/A,1620,243.0,OLD_SYSTEM_REF
2025-02-04,OUT_041,C_5000,PSP,Flexible,Repeat,N/A,556,83.39999999999999,OLD_SYSTEM_REF
2025-02-04,OUT_060,C_3792,Visit Pack,Fixed,MM,N/A,778,116.69999999999999,OLD_SYSTEM_REF
2025-02-04,OUT_068,C_9057,BOS,Flexible,LM,manchurian,606,90.89999999999999,OLD_SYSTEM_REF
2025-02-04,OUT_074,C_8014,PSP,Flexible,LM,N/A,1365,204.75,OLD_SYSTEM_REF
2025-02-04,OUT_083,C_9470,Visit Pack,Fixed,LM,N/A,828,124.19999999999999,OLD_SYSTEM_REF
2025-02-04,OUT_086,C_2469,PSP,Flexible,LM,N/A,1033,154.95,OLD_SYSTEM_REF
2025-02-04,OUT_088,C_5634,Visit Pack,Fixed,MM,N/A,1298,194.7,OLD_SYSTEM_REF
2025-02-04,OUT_095,C_8898,Visit Pack,Fixed,Repeat,N/A,1882,282.3,OLD_SYSTEM_REF
2025-02-05,OUT_003,C_9374,Visit Pack,Fixed,LM,N/A,1666,249.89999999999998,OLD_SYSTEM_REF
2025-02-05,OUT_004,C_5031,PSP,Flexible,MM,N/A,538,80.7,OLD_SYSTEM_REF
2025-02-05,OUT_007,C_9162,BOS,Flexible,Lapsed,dal makhani,1429,214.35,OLD_SYSTEM_REF
2025-02-05,OUT_015,C_9316,Visit Pack,Fixed,UM,N/A,1786,267.9,OLD_SYSTEM_REF
2025-02-05,OUT_022,C_4315,Visit Pack,Fixed,MM,N/A,713,106.95,OLD_SYSTEM_REF
2025-02-05,OUT_023,C_5782,PSP,Flexible,LM,N/A,1778,266.7,OLD_SYSTEM_REF
2025-02-05,OUT_024,C_5937,BOS,Flexible,MM,dosa,932,139.79999999999998,OLD_SYSTEM_REF
2025-02-05,OUT_032,C_9852,PSP,Flexible,UM,N/A,886,132.9,OLD_SYSTEM_REF
2025-02-05,OUT_035,C_4936,BOS,Flexible,Repeat,manchurian,1589,238.35,OLD_SYSTEM_REF
2025-02-05,OUT_059,C_3289,Visit Pack,Fixed,Repeat,N/A,1725,258.75,OLD_SYSTEM_REF
2025-02-05,OUT_064,C_3216,BOS,Flexible,MM,manchurian,1237,185.54999999999998,OLD_SYSTEM_REF
2025-02-05,OUT_066,C_4371,Visit Pack,Fixed,LM,N/A,931,139.65,OLD_SYSTEM_REF
2025-02-05,OUT_073,C_3347,Visit Pack,Fixed,Repeat,N/A,1246,186.9,OLD_SYSTEM_REF
2025-02-05,OUT_080,C_3020,BOS,Flexible,LM,manchurian,744,111.6,OLD_SYSTEM_REF
2025-02-05,OUT_084,C_5680,PSP,Flexible,Lapsed,N/A,1043,156.45,OLD_SYSTEM_REF
2025-02-05,OUT_088,C_8431,BOS,Flexible,MM,burger,587,88.05,OLD_SYSTEM_REF
2025-02-05,OUT_089,C_5618,BOS,Flexible,UM,manchurian,729,109.35,OLD_SYSTEM_REF
2025-02-05,OUT_093,C_1550,Visit Pack,Fixed,MM,N/A,1495,224.25,OLD_SYSTEM_REF
2025-02-05,OUT_100,C_9948,PSP,Flexible,MM,N/A,1894,284.09999999999997,OLD_SYSTEM_REF
2025-02-06,OUT_005,C_5917,BOS,Flexible,Lapsed,dosa,1450,217.5,OLD_SYSTEM_REF
2025-02-06,OUT_007,C_6469,BOS,Flexible,Lapsed,dal makhani,579,86.85,OLD_SYSTEM_REF
2025-02-06,OUT_018,C_1096,BOS,Flexible,UM,pizza,1641,246.14999999999998,OLD_SYSTEM_REF
2025-02-06,OUT_021,C_9623,Visit Pack,Fixed,Repeat,N/A,635,95.25,OLD_SYSTEM_REF
2025-02-06,OUT_032,C_5935,BOS,Flexible,Repeat,manchurian,562,84.3,OLD_SYSTEM_REF
2025-02-06,OUT_034,C_4743,BOS,Flexible,Repeat,dosa,717,107.55,OLD_SYSTEM_REF
2025-02-06,OUT_042,C_6072,BOS,Flexible,UM,pizza,1529,229.35,OLD_SYSTEM_REF
2025-02-06,OUT_045,C_9114,BOS,Flexible,MM,burger,1444,216.6,OLD_SYSTEM_REF
2025-02-06,OUT_048,C_2734,Visit Pack,Fixed,Repeat,N/A,1107,166.04999999999998,OLD_SYSTEM_REF
2025-02-06,OUT_049,C_5883,BOS,Flexible,UM,dal makhani,670,100.5,OLD_SYSTEM_REF
2025-02-06,OUT_052,C_2438,BOS,Flexible,Repeat,pizza,1368,205.2,OLD_SYSTEM_REF
2025-02-06,OUT_056,C_5728,PSP,Flexible,MM,N/A,1831,274.65,OLD_SYSTEM_REF
2025-02-06,OUT_061,C_7547,BOS,Flexible,Repeat,dosa,1562,234.29999999999998,OLD_SYSTEM_REF
2025-02-06,OUT_073,C_6976,PSP,Flexible,Repeat,N/A,1929,289.34999999999997,OLD_SYSTEM_REF
2025-02-06,OUT_075,C_7792,PSP,Flexible,Lapsed,N/A,1830,274.5,OLD_SYSTEM_REF
2025-02-06,OUT_084,C_7070,BOS,Flexible,LM,dal makhani,1009,151.35,OLD_SYSTEM_REF
2025-02-06,OUT_085,C_2909,PSP,Flexible,UM,N/A,1021,153.15,OLD_SYSTEM_REF
2025-02-06,OUT_089,C_5272,Visit Pack,Fixed,LM,N/A,1821,273.15,OLD_SYSTEM_REF
2025-02-06,OUT_094,C_2335,Visit Pack,Fixed,MM,N/A,1491,223.65,OLD_SYSTEM_REF
2025-02-07,OUT_011,C_4677,PSP,Flexible,UM,N/A,1507,226.04999999999998,OLD_SYSTEM_REF
2025-02-07,OUT_014,C_4356,BOS,Flexible,Repeat,dal makhani,1439,215.85,OLD_SYSTEM_REF
2025-02-07,OUT_017,C_2287,PSP,Flexible,Repeat,N/A,849,127.35,OLD_SYSTEM_REF
2025-02-07,OUT_021,C_7641,PSP,Flexible,Lapsed,N/A,928,139.2,OLD_SYSTEM_REF
2025-02-07,OUT_024,C_4339,PSP,Flexible,UM,N/A,1101,165.15,OLD_SYSTEM_REF
2025-02-07,OUT_026,C_7967,BOS,Flexible,MM,pizza,1016,152.4,OLD_SYSTEM_REF
2025-02-07,OUT_029,C_6944,BOS,Flexible,LM,dosa,1630,244.5,OLD_SYSTEM_REF
2025-02-07,OUT_033,C_1197,Visit Pack,Fixed,Repeat,N/A,674,101.1,OLD_SYSTEM_REF
2025-02-07,OUT_034,C_8707,PSP,Flexible,MM,N/A,1252,187.79999999999998,OLD_SYSTEM_REF
2025-02-07,OUT_040,C_9533,BOS,Flexible,LM,manchurian,1790,268.5,OLD_SYSTEM_REF
2025-02-07,OUT_042,C_1137,PSP,Flexible,UM,N/A,1586,237.89999999999998,OLD_SYSTEM_REF
2025-02-07,OUT_046,C_6055,Visit Pack,Fixed,Lapsed,N/A,1975,296.25,OLD_SYSTEM_REF
2025-02-07,OUT_047,C_5990,PSP,Flexible,Repeat,N/A,605,90.75,OLD_SYSTEM_REF
2025-02-07,OUT_050,C_4756,BOS,Flexible,LM,pizza,1535,230.25,OLD_SYSTEM_REF
2025-02-07,OUT_052,C_9435,BOS,Flexible,MM,pizza,858,128.7,OLD_SYSTEM_REF
2025-02-07,OUT_053,C_9848,Visit Pack,Fixed,UM,N/A,1835,275.25,OLD_SYSTEM_REF
2025-02-07,OUT_064,C_2049,BOS,Flexible,UM,manchurian,1080,162.0,OLD_SYSTEM_REF
2025-02-07,OUT_065,C_9233,Visit Pack,Fixed,UM,N/A,1876,281.4,OLD_SYSTEM_REF
2025-02-07,OUT_068,C_7411,Visit Pack,Fixed,Repeat,N/A,1485,222.75,OLD_SYSTEM_REF
2025-02-07,OUT_074,C_5034,Visit Pack,Fixed,MM,N/A,581,87.14999999999999,OLD_SYSTEM_REF
2025-02-07,OUT_079,C_9050,Visit Pack,Fixed,Lapsed,N/A,1076,161.4,OLD_SYSTEM_REF
2025-02-07,OUT_080,C_5556,Visit Pack,Fixed,UM,N/A,1090,163.5,OLD_SYSTEM_REF
2025-02-07,OUT_085,C_2763,BOS,Flexible,MM,dosa,1711,256.65,OLD_SYSTEM_REF
2025-02-07,OUT_086,C_6618,PSP,Flexible,MM,N/A,1267,190.04999999999998,OLD_SYSTEM_REF
2025-02-07,OUT_097,C_9213,PSP,Flexible,Repeat,N/A,1011,151.65,OLD_SYSTEM_REF
2025-02-07,OUT_100,C_7521,BOS,Flexible,LM,dosa,1446,216.9,OLD_SYSTEM_REF
2025-02-08,OUT_001,C_5785,BOS,Flexible,Lapsed,dal makhani,815,122.25,OLD_SYSTEM_REF
2025-02-08,OUT_004,C_9279,BOS,Flexible,MM,dosa,705,105.75,OLD_SYSTEM_REF
2025-02-08,OUT_009,C_5530,Visit Pack,Fixed,Lapsed,N/A,1618,242.7,OLD_SYSTEM_REF
2025-02-08,OUT_013,C_2390,PSP,Flexible,Repeat,N/A,1569,235.35,OLD_SYSTEM_REF
2025-02-08,OUT_017,C_3193,Visit Pack,Fixed,Repeat,N/A,1365,204.75,OLD_SYSTEM_REF
2025-02-08,OUT_018,C_6370,BOS,Flexible,LM,pizza,1833,274.95,OLD_SYSTEM_REF
2025-02-08,OUT_028,C_5194,BOS,Flexible,LM,dal makhani,665,99.75,OLD_SYSTEM_REF
2025-02-08,OUT_033,C_9885,Visit Pack,Fixed,Lapsed,N/A,1940,291.0,OLD_SYSTEM_REF
2025-02-08,OUT_042,C_6679,PSP,Flexible,Repeat,N/A,653,97.95,OLD_SYSTEM_REF
2025-02-08,OUT_045,C_6973,Visit Pack,Fixed,Lapsed,N/A,1510,226.5,OLD_SYSTEM_REF
2025-02-08,OUT_048,C_5665,Visit Pack,Fixed,UM,N/A,1556,233.39999999999998,OLD_SYSTEM_REF
2025-02-08,OUT_049,C_1502,PSP,Flexible,Repeat,N/A,1560,234.0,OLD_SYSTEM_REF
2025-02-08,OUT_054,C_9072,BOS,Flexible,Lapsed,pizza,1236,185.4,OLD_SYSTEM_REF
2025-02-08,OUT_055,C_3225,PSP,Flexible,UM,N/A,837,125.55,OLD_SYSTEM_REF
2025-02-08,OUT_057,C_4517,Visit Pack,Fixed,Lapsed,N/A,671,100.64999999999999,OLD_SYSTEM_REF
2025-02-08,OUT_059,C_3587,Visit Pack,Fixed,UM,N/A,1953,292.95,OLD_SYSTEM_REF
2025-02-08,OUT_066,C_4266,Visit Pack,Fixed,Repeat,N/A,1078,161.7,OLD_SYSTEM_REF
2025-02-08,OUT_073,C_2648,BOS,Flexible,Lapsed,pizza,1759,263.84999999999997,OLD_SYSTEM_REF
2025-02-08,OUT_075,C_6340,PSP,Flexible,Repeat,N/A,1647,247.04999999999998,OLD_SYSTEM_REF
2025-02-08,OUT_081,C_7407,PSP,Flexible,Repeat,N/A,1748,262.2,OLD_SYSTEM_REF
2025-02-08,OUT_086,C_6598,BOS,Flexible,LM,dal makhani,530,79.5,OLD_SYSTEM_REF
2025-02-08,OUT_093,C_9478,PSP,Flexible,Lapsed,N/A,960,144.0,OLD_SYSTEM_REF
2025-02-08,OUT_095,C_6415,Visit Pack,Fixed,MM,N/A,1345,201.75,OLD_SYSTEM_REF
2025-02-08,OUT_097,C_3885,BOS,Flexible,Repeat,burger,1535,230.25,OLD_SYSTEM_REF
2025-02-09,OUT_015,C_1910,Visit Pack,Fixed,UM,N/A,1803,270.45,OLD_SYSTEM_REF
2025-02-09,OUT_030,C_5526,BOS,Flexible,UM,burger,577,86.55,OLD_SYSTEM_REF
2025-02-09,OUT_037,C_1217,Visit Pack,Fixed,LM,N/A,744,111.6,OLD_SYSTEM_REF
2025-02-09,OUT_043,C_2110,BOS,Flexible,UM,manchurian,1837,275.55,OLD_SYSTEM_REF
2025-02-09,OUT_044,C_1685,BOS,Flexible,MM,dal makhani,1455,218.25,OLD_SYSTEM_REF
2025-02-09,OUT_048,C_3720,PSP,Flexible,Lapsed,N/A,1516,227.4,OLD_SYSTEM_REF
2025-02-09,OUT_055,C_4739,BOS,Flexible,MM,dosa,1403,210.45,OLD_SYSTEM_REF
2025-02-09,OUT_062,C_7344,BOS,Flexible,MM,dal makhani,1172,175.79999999999998,OLD_SYSTEM_REF
2025-02-09,OUT_071,C_8706,Visit Pack,Fixed,Lapsed,N/A,846,126.89999999999999,OLD_SYSTEM_REF
2025-02-09,OUT_076,C_2637,BOS,Flexible,Lapsed,dosa,1202,180.29999999999998,OLD_SYSTEM_REF
2025-02-09,OUT_077,C_3639,Visit Pack,Fixed,Lapsed,N/A,1331,199.65,OLD_SYSTEM_REF
2025-02-09,OUT_083,C_4970,PSP,Flexible,Lapsed,N/A,1280,192.0,OLD_SYSTEM_REF
2025-02-09,OUT_084,C_8731,Visit Pack,Fixed,UM,N/A,1155,173.25,OLD_SYSTEM_REF
2025-02-09,OUT_087,C_2920,PSP,Flexible,MM,N/A,1231,184.65,OLD_SYSTEM_REF
2025-02-09,OUT_090,C_9345,PSP,Flexible,Repeat,N/A,1378,206.7,OLD_SYSTEM_REF
2025-02-09,OUT_091,C_8357,PSP,Flexible,Repeat,N/A,1130,169.5,OLD_SYSTEM_REF
2025-02-10,OUT_002,C_9694,Visit Pack,Fixed,Repeat,N/A,1373,205.95,OLD_SYSTEM_REF
2025-02-10,OUT_005,C_4042,BOS,Flexible,MM,dosa,823,123.44999999999999,OLD_SYSTEM_REF
2025-02-10,OUT_007,C_1212,PSP,Flexible,Repeat,N/A,1052,157.79999999999998,OLD_SYSTEM_REF
2025-02-10,OUT_010,C_3781,BOS,Flexible,LM,pizza,1283,192.45,OLD_SYSTEM_REF
2025-02-10,OUT_017,C_5617,PSP,Flexible,Lapsed,N/A,794,119.1,OLD_SYSTEM_REF
2025-02-10,OUT_026,C_5922,PSP,Flexible,LM,N/A,1744,261.59999999999997,OLD_SYSTEM_REF
2025-02-10,OUT_030,C_3285,PSP,Flexible,Repeat,N/A,1970,295.5,OLD_SYSTEM_REF
2025-02-10,OUT_034,C_9529,Visit Pack,Fixed,LM,N/A,694,104.1,OLD_SYSTEM_REF
2025-02-10,OUT_037,C_6155,Visit Pack,Fixed,Repeat,N/A,1930,289.5,OLD_SYSTEM_REF
2025-02-10,OUT_042,C_8009,PSP,Flexible,LM,N/A,1322,198.29999999999998,OLD_SYSTEM_REF
2025-02-10,OUT_045,C_1987,PSP,Flexible,Repeat,N/A,1018,152.7,OLD_SYSTEM_REF
2025-02-10,OUT_053,C_4659,BOS,Flexible,LM,manchurian,1714,257.09999999999997,OLD_SYSTEM_REF
2025-02-10,OUT_056,C_6243,PSP,Flexible,Lapsed,N/A,1783,267.45,OLD_SYSTEM_REF
2025-02-10,OUT_058,C_5902,BOS,Flexible,LM,dosa,666,99.89999999999999,OLD_SYSTEM_REF
2025-02-10,OUT_067,C_8406,PSP,Flexible,UM,N/A,1613,241.95,OLD_SYSTEM_REF
2025-02-10,OUT_075,C_9772,Visit Pack,Fixed,Lapsed,N/A,1979,296.84999999999997,OLD_SYSTEM_REF
2025-02-10,OUT_076,C_4318,BOS,Flexible,MM,dosa,1982,297.3,OLD_SYSTEM_REF
2025-02-10,OUT_086,C_9376,BOS,Flexible,Repeat,dal makhani,1337,200.54999999999998,OLD_SYSTEM_REF
2025-02-10,OUT_092,C_8690,Visit Pack,Fixed,UM,N/A,1879,281.84999999999997,OLD_SYSTEM_REF
2025-02-10,OUT_100,C_2572,BOS,Flexible,Lapsed,dosa,744,111.6,OLD_SYSTEM_REF
2025-02-11,OUT_002,C_3539,Visit Pack,Fixed,MM,N/A,739,110.85,OLD_SYSTEM_REF
2025-02-11,OUT_005,C_3878,BOS,Flexible,MM,dosa,1187,178.04999999999998,OLD_SYSTEM_REF
2025-02-11,OUT_006,C_1015,BOS,Flexible,Repeat,dosa,1754,263.09999999999997,OLD_SYSTEM_REF
2025-02-11,OUT_007,C_5107,Visit Pack,Fixed,UM,N/A,1387,208.04999999999998,OLD_SYSTEM_REF
2025-02-11,OUT_018,C_1838,Visit Pack,Fixed,MM,N/A,824,123.6,OLD_SYSTEM_REF
2025-02-11,OUT_025,C_5960,BOS,Flexible,Lapsed,burger,1974,296.09999999999997,OLD_SYSTEM_REF
2025-02-11,OUT_026,C_9956,PSP,Flexible,Repeat,N/A,1481,222.15,OLD_SYSTEM_REF
2025-02-11,OUT_028,C_8154,BOS,Flexible,MM,dal makhani,1902,285.3,OLD_SYSTEM_REF
2025-02-11,OUT_029,C_7007,Visit Pack,Fixed,UM,N/A,1963,294.45,OLD_SYSTEM_REF
2025-02-11,OUT_031,C_7681,BOS,Flexible,Lapsed,manchurian,1017,152.54999999999998,OLD_SYSTEM_REF
2025-02-11,OUT_045,C_5742,BOS,Flexible,Repeat,burger,1101,165.15,OLD_SYSTEM_REF
2025-02-11,OUT_054,C_3583,PSP,Flexible,Repeat,N/A,1297,194.54999999999998,OLD_SYSTEM_REF
2025-02-11,OUT_056,C_4860,Visit Pack,Fixed,MM,N/A,1021,153.15,OLD_SYSTEM_REF
2025-02-11,OUT_065,C_8096,Visit Pack,Fixed,MM,N/A,1040,156.0,OLD_SYSTEM_REF
2025-02-11,OUT_070,C_2000,Visit Pack,Fixed,UM,N/A,967,145.04999999999998,OLD_SYSTEM_REF
2025-02-11,OUT_074,C_9587,Visit Pack,Fixed,LM,N/A,1719,257.84999999999997,OLD_SYSTEM_REF
2025-02-11,OUT_077,C_9739,Visit Pack,Fixed,LM,N/A,1758,263.7,OLD_SYSTEM_REF
2025-02-11,OUT_082,C_6767,BOS,Flexible,UM,dosa,1730,259.5,OLD_SYSTEM_REF
2025-02-11,OUT_084,C_9379,Visit Pack,Fixed,LM,N/A,1654,248.1,OLD_SYSTEM_REF
2025-02-11,OUT_086,C_7792,PSP,Flexible,UM,N/A,1511,226.65,OLD_SYSTEM_REF
2025-02-11,OUT_089,C_1100,PSP,Flexible,LM,N/A,1663,249.45,OLD_SYSTEM_REF
2025-02-11,OUT_091,C_8244,Visit Pack,Fixed,LM,N/A,1668,250.2,OLD_SYSTEM_REF
2025-02-11,OUT_096,C_7221,BOS,Flexible,MM,burger,863,129.45,OLD_SYSTEM_REF
2025-02-12,OUT_010,C_5486,Visit Pack,Fixed,MM,N/A,1396,209.4,OLD_SYSTEM_REF
2025-02-12,OUT_017,C_2108,Visit Pack,Fixed,UM,N/A,1253,187.95,OLD_SYSTEM_REF
2025-02-12,OUT_022,C_1418,BOS,Flexible,LM,pizza,1545,231.75,OLD_SYSTEM_REF
2025-02-12,OUT_027,C_6567,BOS,Flexible,MM,manchurian,824,123.6,OLD_SYSTEM_REF
2025-02-12,OUT_032,C_6190,PSP,Flexible,LM,N/A,1487,223.04999999999998,OLD_SYSTEM_REF
2025-02-12,OUT_035,C_3717,BOS,Flexible,LM,manchurian,1969,295.34999999999997,OLD_SYSTEM_REF
2025-02-12,OUT_038,C_9317,Visit Pack,Fixed,Lapsed,N/A,1165,174.75,OLD_SYSTEM_REF
2025-02-12,OUT_039,C_3965,BOS,Flexible,UM,dal makhani,1847,277.05,OLD_SYSTEM_REF
2025-02-12,OUT_043,C_7430,PSP,Flexible,Lapsed,N/A,1570,235.5,OLD_SYSTEM_REF
2025-02-12,OUT_044,C_7833,Visit Pack,Fixed,Lapsed,N/A,1181,177.15,OLD_SYSTEM_REF
2025-02-12,OUT_047,C_1934,PSP,Flexible,Repeat,N/A,1764,264.59999999999997,OLD_SYSTEM_REF
2025-02-12,OUT_050,C_2038,BOS,Flexible,MM,pizza,1428,214.2,OLD_SYSTEM_REF
2025-02-12,OUT_053,C_3765,BOS,Flexible,LM,manchurian,1768,265.2,OLD_SYSTEM_REF
2025-02-12,OUT_054,C_8968,Visit Pack,Fixed,LM,N/A,1633,244.95,OLD_SYSTEM_REF
2025-02-12,OUT_076,C_9564,Visit Pack,Fixed,Repeat,N/A,1629,244.35,OLD_SYSTEM_REF
2025-02-12,OUT_082,C_1766,BOS,Flexible,Lapsed,dosa,1129,169.35,OLD_SYSTEM_REF
2025-02-12,OUT_084,C_5462,Visit Pack,Fixed,Lapsed,N/A,1631,244.64999999999998,OLD_SYSTEM_REF
2025-02-12,OUT_088,C_2931,PSP,Flexible,Lapsed,N/A,764,114.6,OLD_SYSTEM_REF
2025-02-12,OUT_089,C_8645,Visit Pack,Fixed,Repeat,N/A,1531,229.65,OLD_SYSTEM_REF
2025-02-12,OUT_090,C_1851,Visit Pack,Fixed,Repeat,N/A,1345,201.75,OLD_SYSTEM_REF
2025-02-12,OUT_095,C_8727,Visit Pack,Fixed,UM,N/A,1412,211.79999999999998,OLD_SYSTEM_REF
2025-02-12,OUT_099,C_5197,BOS,Flexible,LM,manchurian,1535,230.25,OLD_SYSTEM_REF
2025-02-13,OUT_013,C_4590,Visit Pack,Fixed,Repeat,N/A,1513,226.95,OLD_SYSTEM_REF
2025-02-13,OUT_015,C_8699,PSP,Flexible,LM,N/A,1599,239.85,OLD_SYSTEM_REF
2025-02-13,OUT_016,C_2730,Visit Pack,Fixed,Lapsed,N/A,628,94.2,OLD_SYSTEM_REF
2025-02-13,OUT_017,C_9466,PSP,Flexible,Lapsed,N/A,1017,152.54999999999998,OLD_SYSTEM_REF
2025-02-13,OUT_029,C_3240,Visit Pack,Fixed,Repeat,N/A,1315,197.25,OLD_SYSTEM_REF
2025-02-13,OUT_034,C_7860,PSP,Flexible,Lapsed,N/A,859,128.85,OLD_SYSTEM_REF
2025-02-13,OUT_037,C_2616,BOS,Flexible,Repeat,dal makhani,550,82.5,OLD_SYSTEM_REF
2025-02-13,OUT_038,C_9572,PSP,Flexible,UM,N/A,836,125.39999999999999,OLD_SYSTEM_REF
2025-02-13,OUT_040,C_2098,BOS,Flexible,MM,manchurian,1941,291.15,OLD_SYSTEM_REF
2025-02-13,OUT_044,C_4768,BOS,Flexible,Lapsed,dal makhani,1814,272.09999999999997,OLD_SYSTEM_REF
2025-02-13,OUT_057,C_8667,BOS,Flexible,MM,dal makhani,1689,253.35,OLD_SYSTEM_REF
2025-02-13,OUT_060,C_9009,PSP,Flexible,LM,N/A,1084,162.6,OLD_SYSTEM_REF
2025-02-13,OUT_082,C_4286,Visit Pack,Fixed,LM,N/A,779,116.85,OLD_SYSTEM_REF
2025-02-13,OUT_083,C_4368,PSP,Flexible,Repeat,N/A,895,134.25,OLD_SYSTEM_REF
2025-02-13,OUT_091,C_9141,BOS,Flexible,LM,dosa,670,100.5,OLD_SYSTEM_REF
2025-02-13,OUT_095,C_3646,BOS,Flexible,UM,burger,899,134.85,OLD_SYSTEM_REF
2025-02-14,OUT_001,C_7952,BOS,Flexible,Lapsed,dal makhani,1993,298.95,OLD_SYSTEM_REF
2025-02-14,OUT_005,C_5050,PSP,Flexible,LM,N/A,1265,189.75,OLD_SYSTEM_REF
2025-02-14,OUT_007,C_9815,PSP,Flexible,LM,N/A,727,109.05,OLD_SYSTEM_REF
2025-02-14,OUT_018,C_2927,Visit Pack,Fixed,MM,N/A,1354,203.1,OLD_SYSTEM_REF
2025-02-14,OUT_025,C_2048,BOS,Flexible,Lapsed,burger,999,149.85,OLD_SYSTEM_REF
2025-02-14,OUT_027,C_5787,BOS,Flexible,UM,manchurian,1336,200.4,OLD_SYSTEM_REF
2025-02-14,OUT_033,C_4717,BOS,Flexible,UM,dosa,1502,225.29999999999998,OLD_SYSTEM_REF
2025-02-14,OUT_038,C_7036,PSP,Flexible,Lapsed,N/A,676,101.39999999999999,OLD_SYSTEM_REF
2025-02-14,OUT_042,C_5185,BOS,Flexible,LM,pizza,1750,262.5,OLD_SYSTEM_REF
2025-02-14,OUT_045,C_6004,BOS,Flexible,UM,burger,868,130.2,OLD_SYSTEM_REF
2025-02-14,OUT_046,C_5452,BOS,Flexible,UM,pizza,1765,264.75,OLD_SYSTEM_REF
2025-02-14,OUT_049,C_3015,Visit Pack,Fixed,UM,N/A,1237,185.54999999999998,OLD_SYSTEM_REF
2025-02-14,OUT_058,C_9246,BOS,Flexible,LM,dosa,675,101.25,OLD_SYSTEM_REF
2025-02-14,OUT_068,C_2882,PSP,Flexible,Lapsed,N/A,1061,159.15,OLD_SYSTEM_REF
2025-02-14,OUT_070,C_7682,PSP,Flexible,LM,N/A,1645,246.75,OLD_SYSTEM_REF
2025-02-14,OUT_088,C_1903,BOS,Flexible,Repeat,burger,1183,177.45,OLD_SYSTEM_REF
2025-02-14,OUT_091,C_4195,PSP,Flexible,Repeat,N/A,1471,220.65,OLD_SYSTEM_REF
2025-02-14,OUT_092,C_2750,BOS,Flexible,Repeat,pizza,1569,235.35,OLD_SYSTEM_REF
2025-02-14,OUT_095,C_3585,Visit Pack,Fixed,LM,N/A,619,92.85,OLD_SYSTEM_REF
2025-02-14,OUT_098,C_4292,Visit Pack,Fixed,UM,N/A,1950,292.5,OLD_SYSTEM_REF
2025-02-15,OUT_011,C_4489,PSP,Flexible,LM,N/A,627,94.05,OLD_SYSTEM_REF
2025-02-15,OUT_012,C_3923,PSP,Flexible,Repeat,N/A,996,149.4,OLD_SYSTEM_REF
2025-02-15,OUT_013,C_1385,BOS,Flexible,LM,dal makhani,1975,296.25,OLD_SYSTEM_REF
2025-02-15,OUT_016,C_7671,BOS,Flexible,Repeat,dosa,1621,243.14999999999998,OLD_SYSTEM_REF
